14,N,150,1.2
14,N,280,5.5
14,N,90,8.4
18,N,20,4.9
7,N,170,5.5
15,N,30,3.5
5,N,200,6.5
9,C,32767,0.0
0,N,130,2.5
2,N,180,10.6
6,N,160,1.9
13,V,32767,5.8
9,N,200,2.8
10,N,140,8.7
14,N,170,6.6
13,N,310,10.4
22,N,80,8.2
15,N,90,7.0
11,N,240,9.9
5,N,40,4.3
22,N,80,5.4
10,N,30,4.8
4,N,190,8.0
22,N,240,6.0
13,N,250,4.4
10,N,280,5.5
8,N,250,4.2
11,N,70,6.5
21,N,280,9.7
12,N,280,1.0
21,N,280,2.5
14,N,330,5.6
2,C,32767,0.0
8,N,200,7.8
13,N,160,2.8
12,N,270,6.4
20,N,40,3.6
13,V,32767,13.6
21,N,20,3.9
9,N,100,4.2
11,N,280,10.4
14,N,180,4.5
19,N,240,10.2
19,N,220,10.5
21,N,270,8.8
3,N,340,3.9
3,N,10,10.4
10,N,90,6.4
18,N,180,7.8
5,N,60,3.7
13,N,160,10.7
6,N,180,4.4
16,N,210,8.1
11,N,260,2.8
22,N,200,3.2
13,N,320,2.2
0,N,100,9.2
8,C,32767,0.0
12,N,60,2.4
0,N,350,10.9
22,N,30,8.9
3,N,10,10.1
20,N,80,2.6
15,V,32767,1.2
13,N,320,3.2
20,N,60,2.2
4,N,10,1.3
22,N,110,7.4
0,N,320,7.7
4,N,350,5.0
22,N,110,8.8
9,N,100,3.7
5,N,170,8.7
23,N,90,9.0
12,N,150,4.1
9,N,200,10.3
11,N,260,9.6
17,N,30,10.5
4,N,350,9.9
1,N,140,1.4
8,N,190,8.6
8,N,80,2.4
16,N,100,5.2
5,N,30,3.9
9,N,250,10.2
9,N,220,2.3
9,N,260,3.4
16,N,210,10.1
18,N,240,3.9
13,V,32767,11.8
16,N,10,5.9
8,N,60,7.3
6,N,210,5.1
13,N,90,3.4
11,N,300,5.4
15,N,290,10.9
23,N,120,7.8
5,N,40,10.1
19,N,60,7.9
4,N,150,9.8
6,N,210,1.4
11,N,220,3.8
15,N,320,9.7
14,N,330,2.7
15,N,20,5.9
2,N,330,9.8
7,N,50,4.1
8,C,32767,0.0
9,N,270,7.8
14,N,310,6.9
13,N,160,4.6
17,N,10,9.0
15,N,320,9.0
9,N,260,9.9
13,N,290,3.1
13,N,50,2.3
10,N,230,10.5
12,N,140,4.0
15,N,240,5.2
6,N,180,10.1
9,N,240,7.4
7,N,70,9.7
18,N,60,10.9
16,N,310,7.7
7,N,360,5.3
5,N,200,2.8
5,N,20,8.7
10,N,80,2.4
22,N,110,9.3
2,N,130,5.2
0,N,90,2.4
2,N,340,1.6
21,C,32767,0.0
14,N,340,3.8
14,N,170,6.7
18,N,190,6.3
9,N,270,9.6
8,N,30,6.4
9,N,230,1.5
4,N,150,4.2
7,N,230,11.0
2,V,32767,7.2
3,N,170,3.9
3,N,350,10.2
13,N,70,10.0
18,N,280,5.1
14,N,310,5.2
15,N,200,5.3
15,N,60,6.1
16,N,340,1.4
13,N,150,10.3
17,N,120,5.1
5,N,140,2.6
7,N,170,5.4
22,N,120,4.3
7,N,70,5.7
8,N,90,7.5
21,C,32767,0.0
16,N,10,1.4
2,N,90,5.9
1,N,300,8.6
23,N,70,2.6
19,N,60,10.6
22,N,110,3.6
1,N,320,6.8
0,N,320,3.7
4,N,20,8.7
20,V,32767,2.4
1,N,160,6.4
23,N,90,7.0
13,N,90,3.9
23,N,60,8.8
20,N,270,1.7
18,N,360,4.6
19,N,40,4.3
4,N,260,3.4
5,N,20,5.6
0,N,290,2.2
3,N,110,2.1
3,N,110,5.3
17,N,130,1.4
22,N,60,8.0
8,C,32767,0.0
19,N,40,9.3
18,N,60,2.5
16,N,150,3.9
22,N,270,10.4
23,N,160,9.5
2,N,50,4.0
2,N,120,9.6
2,N,150,1.0
10,N,210,10.9
4,N,10,1.5
7,V,32767,7.5
21,N,270,8.1
17,N,20,10.3
19,N,230,1.8
17,N,190,6.7
11,N,50,5.1
7,N,220,5.9
9,N,230,5.6
6,N,140,6.1
5,N,40,3.1
19,N,20,4.7
21,N,100,6.6
16,N,360,3.3
15,N,300,5.0
14,C,32767,0.0
3,N,140,3.5
21,N,280,6.7
14,N,300,9.1
16,N,210,10.9
15,N,360,2.7
15,N,200,6.4
11,N,40,2.1
10,N,120,4.0
6,N,20,11.0
8,N,210,8.6
4,N,20,4.4
22,V,32767,3.8
22,N,300,3.6
17,N,220,11.0
15,N,190,3.7
9,N,90,2.9
1,N,290,10.1
20,N,20,7.7
11,N,290,2.6
18,N,240,4.7
6,N,180,8.3
1,N,330,8.6
1,N,320,3.0
15,N,360,4.7
16,C,32767,0.0
21,N,100,4.6
22,N,200,9.6
10,N,270,4.5
0,N,70,6.3
1,N,80,2.7
3,N,150,2.6
1,N,110,8.4
0,N,220,10.0
16,N,310,4.8
5,N,70,6.6
0,N,100,1.6
4,N,280,9.8
11,V,32767,12.6
12,N,170,2.6
7,N,90,9.2
8,N,220,1.9
16,N,210,9.9
2,N,150,4.5
7,N,190,4.6
3,N,170,7.3
8,N,340,7.2
20,N,190,2.9
3,N,350,7.6
18,N,50,1.2
2,C,32767,0.0
5,N,40,10.4
1,N,120,1.4
18,N,60,3.5
21,N,100,2.1
15,N,350,2.5
5,N,360,4.1
13,N,320,7.6
2,N,350,3.0
9,N,10,7.0
11,N,270,4.6
20,N,270,3.2
10,N,80,4.3
14,N,280,9.0
9,V,32767,8.8
15,N,190,8.7
2,N,100,8.8
23,N,100,8.7
3,N,160,9.7
20,N,80,5.3
7,N,170,1.6
2,N,350,6.1
4,N,200,3.3
6,N,20,8.7
2,N,90,9.0
2,C,32767,0.0
18,N,150,1.5
12,N,280,9.7
10,N,80,7.7
8,N,250,4.4
2,N,150,10.7
4,N,190,6.9
20,N,80,6.1
9,N,20,3.1
18,N,20,6.0
17,N,330,2.2
17,N,330,5.4
21,N,270,3.5
2,N,100,7.1
1,N,330,4.7
14,V,32767,11.4
15,N,350,8.8
16,N,30,3.7
18,N,50,8.4
17,N,320,7.5
21,N,80,5.4
14,N,300,5.4
17,N,150,1.7
13,N,300,10.9
17,N,230,8.2
10,C,32767,0.0
21,N,30,6.3
16,N,120,9.3
10,N,220,2.0
17,N,30,6.6
16,N,170,6.7
10,N,80,8.1
16,N,210,10.0
10,N,120,6.8
20,N,240,4.6
16,N,190,2.0
19,N,240,3.6
13,N,160,2.7
7,N,200,2.2
8,N,90,7.0
4,N,50,1.4
3,V,32767,14.5
15,N,90,5.0
8,N,70,10.6
18,N,30,9.7
23,N,310,4.0
20,N,90,3.5
21,N,200,2.2
19,N,240,6.9
9,N,100,2.6
9,C,32767,0.0
7,N,340,8.3
16,N,30,3.3
18,N,20,2.5
20,N,80,10.5
2,N,350,4.8
21,N,90,2.7
18,N,230,2.1
11,N,70,6.9
18,N,20,1.6
13,N,320,6.4
15,N,10,3.7
21,N,50,10.8
3,N,260,10.9
19,N,70,9.6
18,N,240,10.9
9,N,70,7.6
9,V,32767,11.4
20,N,80,8.2
21,N,200,3.4
1,N,140,3.1
10,N,30,3.3
23,N,220,9.9
2,N,340,3.1
3,N,160,5.2
4,N,40,1.8
18,N,20,4.5
22,N,300,7.6
5,N,180,5.6
9,N,90,8.7
11,N,100,3.6
5,N,170,8.1
22,N,200,5.2
9,N,220,1.9
19,N,70,5.1
8,N,80,3.2
21,N,10,5.7
22,N,130,5.8
4,N,150,2.7
20,N,90,7.0
21,N,100,4.5
6,N,60,6.5
9,N,110,2.2
11,V,32767,4.5
5,N,40,1.3
8,N,50,4.4
17,N,20,10.6
11,N,70,3.5
12,N,110,10.1
21,N,300,10.4
20,C,32767,0.0
21,N,80,10.1
16,N,180,9.0
5,N,160,5.3
21,N,70,6.3
10,N,180,2.8
2,N,350,2.7
17,N,160,5.0
17,N,20,4.6
4,N,160,3.4
18,N,160,9.6
10,N,280,3.8
9,N,240,6.9
23,N,70,9.8
1,N,300,8.9
8,N,90,7.0
18,N,340,2.3
14,N,300,9.8
5,N,50,1.3
22,N,80,6.1
6,N,320,4.1
2,N,340,5.5
17,N,230,6.0
0,N,260,8.3
0,N,130,8.6
8,C,32767,0.0
4,N,170,3.0
1,N,110,9.3
15,N,190,1.8
10,N,220,8.5
3,N,80,10.9
10,N,280,5.0
4,N,180,7.4
16,N,330,2.7
6,N,320,3.9
16,N,100,10.7
20,N,30,5.9
22,N,180,10.0
7,N,170,9.4
2,N,340,8.6
11,N,300,10.8
2,N,50,10.9
14,N,260,8.4
5,N,210,4.6
8,N,90,7.7
11,V,32767,11.3
6,N,230,6.8
1,N,330,10.2
16,N,180,10.8
4,N,160,7.2
12,C,32767,0.0
21,N,30,3.4
22,N,90,7.8
7,N,230,2.5
2,N,160,8.8
5,N,350,4.9
6,N,320,4.8
11,N,230,5.6
17,N,360,2.3
15,N,300,8.6
8,N,350,9.9
22,N,110,6.5
7,N,20,4.8
5,N,20,4.7
3,N,330,1.0
10,N,130,1.2
15,N,140,9.0
18,N,250,5.3
9,N,260,10.8
10,N,80,6.1
18,N,240,3.7
7,V,32767,9.9
6,N,280,3.6
15,N,190,6.7
12,N,80,7.1
19,C,32767,0.0
2,N,160,8.5
23,N,80,2.2
17,N,330,9.8
14,N,150,1.7
20,N,180,4.9
2,N,160,9.7
21,N,70,11.0
1,N,120,2.0
15,N,350,7.0
9,N,60,10.5
13,N,300,10.3
8,N,50,6.3
11,N,290,7.0
4,N,150,10.6
10,N,270,6.4
4,N,90,7.0
11,N,140,6.4
18,N,200,3.7
22,N,220,2.1
12,N,280,8.1
21,N,30,8.9
6,V,32767,13.6
6,N,60,7.2
12,N,160,9.8
1,C,32767,0.0
7,N,160,6.0
20,N,260,7.5
10,N,50,4.1
11,N,220,2.1
1,N,100,7.1
14,N,310,4.6
20,N,30,6.8
11,N,300,2.2
3,N,130,7.2
5,N,150,6.7
18,N,20,7.8
8,N,250,2.6
10,N,280,8.5
5,N,140,3.1
18,N,60,8.3
21,N,100,9.1
14,N,280,4.6
4,N,10,7.2
13,N,170,7.1
19,N,60,6.6
21,N,290,5.7
4,N,190,10.6
18,V,32767,1.6
22,N,50,8.0
18,C,32767,0.0
16,N,30,8.1
1,N,10,8.6
13,N,310,6.7
21,N,20,7.5
19,N,140,6.4
20,N,60,5.2
8,N,220,10.4
1,N,340,2.6
3,N,150,8.3
9,N,320,2.4
17,N,130,8.1
18,N,220,8.6
3,N,10,9.6
5,N,180,1.8
14,N,100,9.3
10,N,120,3.7
17,N,340,10.3
0,N,260,4.6
2,N,320,10.5
13,N,50,4.0
15,N,310,1.9
21,N,200,5.0
9,N,260,9.0
22,V,32767,12.7
6,C,32767,0.0
1,N,70,7.4
21,N,290,10.6
13,N,170,3.3
23,N,310,5.1
3,N,170,9.0
8,N,130,1.4
19,N,250,6.2
6,N,190,2.4
15,N,350,3.3
19,N,40,10.5
17,N,220,7.0
3,N,100,9.0
4,N,290,4.3
2,N,320,4.2
9,N,230,3.2
17,N,40,7.4
6,N,90,7.0
19,N,220,10.5
6,N,150,1.2
18,N,230,3.3
16,N,340,9.7
7,N,170,4.4
20,N,70,1.8
4,N,30,5.3
4,C,32767,0.0
5,N,40,6.7
23,N,270,7.3
8,N,180,8.4
11,N,270,10.6
20,N,20,8.7
0,N,260,3.4
14,N,240,5.0
19,N,40,1.6
9,N,60,6.0
1,N,120,1.1
17,N,40,6.1
1,N,30,3.2
21,N,80,3.5
14,N,320,3.8
8,N,240,2.8
3,N,290,9.8
17,N,30,3.7
8,N,90,4.6
7,N,230,2.6
20,N,80,5.4
6,N,40,2.9
11,N,290,4.3
12,N,270,2.8
18,N,70,10.6
1,C,32767,0.0
18,V,32767,14.5
8,N,210,7.6
21,N,290,8.6
6,N,50,5.2
11,N,300,7.8
8,N,70,4.1
18,N,20,1.8
4,N,80,10.7
10,N,210,5.8
9,N,230,6.4
20,N,70,4.4
5,N,170,1.6
14,N,180,4.1
1,N,340,7.4
6,N,160,9.7
17,N,360,1.2
18,N,90,8.3
4,N,150,10.9
7,N,360,4.9
18,N,60,5.8
0,N,310,2.5
5,N,130,5.7
14,N,350,10.7
2,N,240,10.2
4,C,32767,0.0
7,N,40,8.2
10,V,32767,10.2
22,N,60,6.2
17,N,40,6.3
4,N,170,7.3
22,N,50,4.9
0,N,60,5.1
4,N,160,3.3
16,N,220,6.0
20,N,280,3.4
7,N,170,6.7
20,N,200,4.3
1,N,80,7.9
6,N,60,8.2
18,N,230,7.3
4,N,280,8.6
2,N,100,4.2
13,N,90,7.0
15,N,170,6.0
15,N,290,4.2
0,N,360,6.0
12,N,120,2.0
12,N,280,6.7
11,N,120,9.8
13,N,60,5.9
16,N,20,8.5
2,N,170,2.2
14,V,32767,8.0
20,N,230,2.7
22,N,310,11.0
21,N,220,7.4
12,N,320,7.1
21,N,100,7.9
10,N,30,8.8
14,N,180,7.1
15,N,100,1.1
19,N,30,1.6
2,N,90,8.5
2,N,160,4.5
