! GRIB2  - WMO Parameter Table
!
! temperature
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 000 017 001 Skin Temperature                 K                    SKTMP            0  -9999.00
000 000 017 011 Skin Temperature                 K                    SKTMP            0  -9999.00
000 000 018 000 Snow Temperature (top of snow)   K                    SNOT             0  -9999.00
000 000 019 000 Turbulent Transfer Coefficient f Numeric              TTCHT            0  -9999.00
000 000 020 000 Turbulent Diffusion Coefficient  m**2 s**-1           TDCHT            0  -9999.00
000 000 021 000 Apparent Temperature             K                    APTMP            0  -9999.00
000 000 027 000 Wet Bulb Temperature             K                    WETBT            0  -9999.00
000 000 027 015 Maximum Wet Bulb Temp Aloft      K                    MWBTA            0  -9999.00

!000 000 102 000 Snow Phase Change Heat Flux      K                    SNOHF            0  -9999.00
!
! mositure
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 001 000 000 Specific Humidity                kg kg**-1            SPFH             0  -9999.00
000 001 000 001 Specific Humidity                kg kg**-1            SPFH             0  -9999.00
000 001 000 002 Specific Humidity                kg kg**-1            SPFH             0  -9999.00
000 001 000 011 Specific Humidity                kg kg**-1            SPFH             0  -9999.00
000 001 001 000 Relative Humidity                %                    RELH             0  -9999.00
000 001 001 001 Relative Humidity                %                    RELH             0  -9999.00
000 001 001 002 Relative Humidity                %                    RELH             0  -9999.00
000 001 001 011 Relative Humidity                %                    RELH             0  -9999.00
000 001 002 000 Humidity Mixing Ratio            kg kg**-1            MIXR             3  -9999.00
000 001 003 000 Precipitable water               kg m**-2             PWTR             0  -9999.00
000 001 003 001 Precipitable water               kg m**-2             PWTR             0  -9999.00
000 001 003 002 Precipitable water               kg m**-2             PWTR             0  -9999.00
000 001 003 011 Precipitable water               kg m**-2             PWTR             0  -9999.00
000 001 004 000 Vapour pressure                  Pa                   VAPR            -2  -9999.00
000 001 005 000 Saturation deficit               Pa                   SATD            -2  -9999.00
000 001 006 000 Evaporation                      kg m**-2             EVAP             0  -9999.00
000 001 006 008 Evaporation                      kg m**-2             EVAP             0  -9999.00
000 001 007 000 Precipitation rate               kg m**-2 s**-1       PRATE            0  -9999.00
000 001 007 008 Precipitation rate               kg m**-2 s**-1       PRATE            0  -9999.00
000 001 007 011 Precipitation rate               kg m**-2 s**-1       PRATE            0  -9999.00
000 001 008 008 Total precipitation              kg m**-2             APCP             0     -0.01
000 001 008 009 Precipitation Probability        %                    PP--             0  -9999.00
000 001 008 010 Total precipitation              kg m**-2             APCP             0     -0.01
000 001 008 011 Total precipitation              kg m**-2             APCP             0     -0.01
000 001 008 012 Total precipitation              kg m**-2             APCP             0     -0.01
000 001 008 019 Precipitation Below Normal       %                    PPBN             0  -9999.00
000 001 008 029 Precipitation Near Normal        %                    PPNN             0  -9999.00
000 001 008 039 Precipitation Above Normal       %                    PPAN             0  -9999.00
000 001 009 008 Large scale precipitation        kg m**-2             S--M             0     -0.01
000 001 010 008 Convective precipitation         kg m**-2             C--M             0     -0.01
000 001 010 011 Convective precipitation         kg m**-2             C--M             0     -0.01
000 001 010 012 Convective precipitation         kg m**-2             C--M             0     -0.01
000 001 011 000 Snow depth                       m                    SNDM             0  -9999.00
000 001 011 001 Snow depth                       m                    SNDM             0  -9999.00
000 001 011 002 Snow depth                       m                    SNDM             0  -9999.00
000 001 011 008 Snow depth                       m                    SNDM             0  -9999.00
000 001 012 008 Snowfall rate water equiv        kg m**-2 s**-1       SR--             0  -9999.00
000 001 013 000 Wat equiv of accum snow dep      kg m**-2             SWEM             0  -9999.00
000 001 013 001 Wat equiv of accum snow dep      kg m**-2             SWEM             0  -9999.00
000 001 013 002 Wat equiv of accum snow dep      kg m**-2             SWEM             0  -9999.00
000 001 013 008 Wat equiv of accum snow dep      kg m**-2             SWEM             0  -9999.00
000 001 014 000 Convective snow                  kg m**-2             CSNO             0  -9999.00
000 001 015 000 Large scale snow                 kg m**-2             LSNO             0  -9999.00
000 001 015 009 Large scale snow                 kg m**-2             LSNO             0  -9999.00
000 001 015 012 Large scale snow                 kg m**-2             LSNO             0  -9999.00
000 001 016 008 Snow melt                        kg m**-2             SNOM             0  -9999.00
000 001 017 000 Snow Age                         d                    SNOAG            0  -9999.00
000 001 018 000 Absolute Humidity                kg m**-3             ABSH             0  -9999.00
000 001 019 000 Precipitation Type               code table           PTYPE            0  -9999.00
000 001 019 005 Precipitation Type               code table           PTYPE            0  -9999.00
000 001 020 000 Integrated Liquid Water          kg m**-2             ILIQW            0  -9999.00
000 001 021 000 Condensate                       kg kg**-1            TCOND            0  -9999.00
000 001 022 000 Cloud Mixing Ratio               kg kg**-1            CWTR             0  -9999.00
000 001 022 001 Cloud Mixing Ratio               kg kg**-1            CWTR             0  -9999.00
000 001 023 000 Ice water Mixing Ratio           kg kg**-1            ICMR             0  -9999.00
000 001 024 000 Rain Mixing Ratio                kg kg**-1            RNMX             0  -9999.00
000 001 025 000 Snow Mixing Ratio                kg kg**-1            SNMR             0  -9999.00
000 001 026 000 Horizontal Moisture Convergence  kg kg**-1 s**-1      MCONV            0  -9999.00
000 001 027 000 Maximum Relative Humidity        %                    RHMX             0  -9999.00
000 001 027 008 Maximum Relative Humidity        %                    RHMX             0  -9999.00
000 001 028 000 Maximum Absolute Humidity        kg m**-3             MAXAH            0  -9999.00
000 001 029 008 Total Snowfall                   m                    SNOW             0  -9999.00
000 001 029 009 Total Snowfall                   m                    SNOW             0  -9999.00
000 001 029 010 Total Snowfall                   m                    SNOW             0  -9999.00
000 001 029 012 Total Snowfall                   m                    SNOW             0  -9999.00
000 001 030 000 Precipitable Water Category      code table           PWCAT            0  -9999.00
000 001 031 000 Hail                             m                    HAIL             0  -9999.00
000 001 032 000 Graupel (snow pellets)           kg kg**-1            GRMR             0  -9999.00
000 001 033 000 Categorical Rain                 0,1                  CRAIN            0  -9999.00
000 001 034 000 Categorical Freezing Rain        0,1                  CFRZR            0  -9999.00
000 001 035 000 Categorical Ice Pellets          0,1                  CICEP            0  -9999.00
000 001 036 000 Categorical Snow                 0,1                  CSNOW            0  -9999.00
000 001 037 000 Convective Precipitation Rate    kg m**-2 s**-1       CPRAT            0  -9999.00
000 001 038 000 Horizontal Moisture Divergence   kg kg**-1 s**-1      MCONV            0  -9999.00
000 001 039 000 Percent frozen precipitation     %                    CPOFP            0  -9999.00
000 001 040 000 Potential Evaporation            kg m**-2             PEVAP            0  -9999.00
000 001 041 000 Potential Evaporation Rate       W m**-2              PEVPR            0  -9999.00
000 001 042 000 Snow Cover                       %                    SNOWC            0  -9999.00
000 001 043 000 Rain Fraction of Total Cloud Wat Proportion           FRAIN            0  -9999.00
000 001 044 000 Rime Factor                      Numeric              RIME             0  -9999.00
000 001 045 000 Total Column Integrated Rain     kg m**-2             TCOLR            0  -9999.00
000 001 046 000 Total Column Integrated Snow     kg m**-2             TCOLS            0  -9999.00
000 001 047 000 Large Scale Water Precipitation  kg m**-2             LSWP             0  -9999.00
000 001 048 000 Convective Water Precipitation   kg m**-2             CWP              0  -9999.00
000 001 049 000 Total Water Precipitation        kg m**-2             TWATP            0  -9999.00
000 001 050 000 Total Snow Precipitation         kg m**-2             TSNOWP           0  -9999.00
000 001 051 000 Total Column Water               kg m**-2             TCWTR            0  -9999.00
000 001 051 001 Total Column Water               kg m**-2             TCWTR            0  -9999.00
000 001 051 011 Total Column Water               kg m**-2             TCWTR            0  -9999.00
000 001 052 000 Total Precipitation Rate         kg m**-2 s**-1       TPRATE           0  -9999.00
000 001 052 001 Total Precipitation Rate         kg m**-2 s**-1       TPRATE           0  -9999.00
000 001 052 011 Total Precipitation Rate         kg m**-2 s**-1       TPRATE           0  -9999.00
000 001 053 000 Total Snowfall Rate Water Equiv  kg m**-2 s**-1       TSRWE            0  -9999.00
000 001 053 001 Total Snowfall Rate Water Equiv  kg m**-2 s**-1       TSRWE            0  -9999.00
000 001 053 009 Total Snowfall Rate Water Equiv  kg m**-2 s**-1       TSRWE            0  -9999.00
000 001 053 011 Total Snowfall Rate Water Equiv  kg m**-2 s**-1       TSRWE            0  -9999.00
000 001 054 000 Large Scale Precipitation Rate   kg m**-2 s**-1       LSPRATE          0  -9999.00
000 001 055 000 Convective Snowfall Rate Water E kg m**-2 s**-1       CSRWE            0  -9999.00
000 001 056 000 Large Scale Snowfall Rate Water  kg m**-2 s**-1       LSSRWE           0  -9999.00
000 001 057 000 Total Snowfall Rate              m s**-1              TSRATE           0  -9999.00
000 001 058 000 Convective Snowfall Rate         m s**-1              CSRATE           0  -9999.00
000 001 059 000 Large Scale Snowfall Rate        m s**-1              LSSRATE          0  -9999.00
000 001 060 000 Snow depth water equivalent      kg m**-2             SDWE             0  -9999.00
000 001 060 001 Snow depth water equivalent      kg m**-2             SDWE             0  -9999.00
000 001 060 011 Snow depth water equivalent      kg m**-2             SDWE             0  -9999.00
000 001 061 000 Snow Density                     kg m**-3             SDEN             0  -9999.00
000 001 062 000 Snow Evaporation                 kg m**-2             SEVAP            0  -9999.00
!000 001 063 000 Reserved                                                              0  -9999.00
000 001 064 000 Total Column Integrated Water Va kg m**-2             TCIWV            0  -9999.00
000 001 065 000 Rain Precipitation Rate          kg m**-2 s**-1       RPRATE           0  -9999.00
000 001 066 000 Snow Precipitation Rate          kg m**-2 s**-1       SPRATE           0  -9999.00
000 001 067 000 Freezing Rain Precipitation Rate kg m**-2 s**-1       FPRATE           0  -9999.00
000 001 068 000 Ice Pellets Precipitation Rate   kg m**-2 s**-1       IPRATE           0  -9999.00
000 001 069 000 Total Column Integrate Cloud Wat kg m**-2             TCOLW            0  -9999.00
000 001 070 000 Total Column Integrate Cloud Ice kg m**-2             TCOLI            0  -9999.00
000 001 071 000 Hail Mixing Ratio                kg kg**-1            HAILMXR          0  -9999.00
000 001 072 000 Total Column Integrate Hail      kg m**-2             TCOLH            0  -9999.00
000 001 073 000 Hail Prepitation Rate            kg m**-2 s**-1       HAILPR           0  -9999.00
000 001 074 000 Total Column Integrate Graupel   kg m**-2             TCOLG            0  -9999.00
000 001 074 008 Total Column Integrate Graupel   kg m**-2             TCOLG            0  -9999.00
000 001 075 000 Graupel (Snow Pellets) Prepitati kg m**-2 s**-1       GPRATE           0  -9999.00
000 001 076 000 Convective Rain Rate             kg m**-2 s**-1       CRRATE           0  -9999.00
000 001 077 000 Large Scale Rain Rate            kg m**-2 s**-1       LSRRATE          0  -9999.00
000 001 078 000 Total Column Integrate Water (Al kg m**-2             TCOLWA           0  -9999.00
000 001 079 000 Evaporation Rate                 kg m**-2 s**-1       EVARATE          0  -9999.00
000 001 080 000 Total Condensatea                kg kg**-1            TOTCON           0  -9999.00
000 001 081 000 Total Column-Integrate Condensat kg m**-2             TCICON           0  -9999.00
000 001 082 000 Cloud Ice Mixing Ratio           kg kg**-1            CIMIXR           0  -9999.00
000 001 083 000 Specific Cloud Liquid Water Cont kg kg**-1            SCLLWC           0  -9999.00
000 001 084 000 Specific Cloud Ice Water Content kg kg**-1            SCLIWC           0  -9999.00
000 001 085 000 Specific Rain Water Content      kg kg**-1            SRAINW           0  -9999.00
000 001 086 000 Specific Snow Water Content      kg kg**-1            SSNOWW           0  -9999.00
!000 001 087-89 000 Reserved                                                            0  -9999.00
000 001 090 000 Total Kinematic Moisture Flux    kg kg**-1 m s**-1    TKMFLX           0  -9999.00
000 001 091 000 U-component (zonal) Kinematic Mo kg kg**-1 m s**-1    UKMFLX           0  -9999.00
000 001 092 000 V-component (meridional) Kinemat kg kg**-1 m s**-1    VKMFLX           0  -9999.00
000 001 093 000 Relative humidity wrt water      %                    RHWAT            0  -9999.00
000 001 094 000 Relative humidity wrt ice        %                    RHICE            0  -9999.00
!000 001 095-191 000 Reserved                                                           0  -9999.00
!000 001 192-254 000 Reserved for local use                                             0  -9999.00
000 001 192 000 Weather                          NA                   WX               0  -9999.00
000 001 192 001 Weather                          NA                   WX               0  -9999.00
000 001 192 011 Weather                          NA                   WX               0  -9999.00
000 001 255 000 Missing                                                                0  -9999.00
!
! momentum
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 002 000 000 Wind Direction                   Degree true          DRCT             0  -9999.00
000 002 000 006 Wind Direction                   Degree true          DRCT             0  -9999.00
000 002 001 000 Wind Speed                       m s**-1              SPED             0  -9999.00
000 002 001 002 Wind Speed                       m s**-1              SPED             0  -9999.00
000 002 001 005 Wind Speed                       m s**-1              SPED             0  -9999.00
000 002 001 006 Wind Speed                       m s**-1              SPED             0  -9999.00
000 002 001 008 Wind Speed                       m s**-1              SPED             0  -9999.00
000 002 001 009 Wind Speed                       m s**-1              SPED             0  -9999.00
000 002 001 010 Wind Speed                       m s**-1              SPED             0  -9999.00
000 002 002 000 u-component of wind              m s**-1              UREL             0  -9999.00
000 002 002 001 u-component of wind              m s**-1              UREL             0  -9999.00
000 002 002 002 u-component of wind              m s**-1              UREL             0  -9999.00
000 002 002 011 u-component of wind              m s**-1              UREL             0  -9999.00
000 002 003 000 v-component of wind              m s**-1              VREL             0  -9999.00
000 002 003 001 v-component of wind              m s**-1              VREL             0  -9999.00
000 002 003 002 v-component of wind              m s**-1              VREL             0  -9999.00
000 002 003 011 v-component of wind              m s**-1              VREL             0  -9999.00
000 002 004 000 Stream Function                  m**2 s**-1           STRM             0  -9999.00
000 002 005 000 Velocity Potential               m**2 s**-1           VPOT             0  -9999.00
000 002 006 000 Montgomery Streamfunction        m**2 s**-2           PSYM            -2  -9999.00
000 002 007 000 Sigma co-ordinate vert vel       s**-1                SGCVV            0  -9999.00
000 002 008 000 Vertical Velocity (Pressure)     Pa s**-1             OMEG            -2  -9999.00
000 002 008 001 Vertical Velocity (Pressure)     Pa s**-1             OMEG            -2  -9999.00
000 002 008 002 Vertical Velocity (Pressure)     Pa s**-1             OMEG            -2  -9999.00
000 002 009 000 Vertical Velocity (Geometric)    m s**-1              VVEL             0  -9999.00
000 002 009 008 Vertical Velocity (Geometric)    m s**-1              VVEL             0  -9999.00
000 002 010 000 Absolute Vorticity               s**-1                AVOR             0  -9999.00
000 002 010 001 Absolute Vorticity               s**-1                AVOR             0  -9999.00
000 002 011 000 Absolute Divergence              s**-1                DIV              0  -9999.00
000 002 012 000 Relative Vorticity               s**-1                VOR              0  -9999.00
000 002 013 000 Relative Divergence              s**-1                RDIV             0  -9999.00
000 002 014 000 Potential Vorticity              K m**2 (kg s)**-1    PVOR             0  -9999.00
000 002 014 001 Potential Vorticity              K m**2 (kg s)**-1    PVOR             0  -9999.00
000 002 014 011 Potential Vorticity              K m**2 (kg s)**-1    PVOR             0  -9999.00
000 002 015 000 Vertical u-component shear       s**-1                USHR             0  -9999.00
000 002 016 000 Vertical v-component shear       s**-1                VSHR             0  -9999.00
000 002 017 000 Momentum Flux, u-component       N m**-2              URELFX           0  -9999.00
000 002 017 001 Momentum Flux, u-component       N m**-2              URELFX           0  -9999.00
000 002 017 008 Momentum Flux, u-component       N m**-2              URELFX           0  -9999.00
000 002 017 011 Momentum Flux, u-component       N m**-2              URELFX           0  -9999.00
000 002 018 000 Momentum Flux, v-component       N m**-2              VRELFX           0  -9999.00
000 002 018 001 Momentum Flux, v-component       N m**-2              VRELFX           0  -9999.00
000 002 018 008 Momentum Flux, v-component       N m**-2              VRELFX           0  -9999.00
000 002 018 011 Momentum Flux, v-component       N m**-2              VRELFX           0  -9999.00
000 002 019 000 Wind Mixing Energy               J                    ENRG             0  -9999.00
000 002 020 000 Boundary Layer Dissipation       W m**-2              BLDIS            0  -9999.00
000 002 021 000 Maximum Wind Speed               m s**-1              MAXGUST          0  -9999.00
000 002 022 000 Wind Speed (gust)                m s**-1              GUST             0  -9999.00
000 002 022 002 Wind Speed (gust)                m s**-1              GUST             0  -9999.00
000 002 022 006 Wind Speed (gust)                m s**-1              GUST             0  -9999.00
000 002 023 000 U-Component of Wind (Gust)       m s**-1              UGUST            0  -9999.00
000 002 024 000 V-Component of Wind (Gust)       m s**-1              VGUST            0  -9999.00
000 002 025 000 Vertical Speed Shear             s**-1                VWSH             0  -9999.00
000 002 026 000 Horizontal Momentum Flux         N m**-2              MFLX             0  -9999.00
000 002 027 000 U-Component Storm Motion         m s**-1              USTM             0  -9999.00
000 002 028 000 V-Component Storm Motion         m s**-1              VSTM             0  -9999.00
000 002 029 000 Drag Coefficient                 Numeric              CD               0  -9999.00
000 002 030 000 Frictional Velocity              m s**-1              FRICV            0  -9999.00
000 002 031 000 Turbulent Diffusion Coefficient  m 2 s**-1            TDCMOM           0  -9999.00
000 002 032 000 Eta Coordinate Vertical Velocity s**-1                ETACVV           0  -9999.00
000 002 033 000 Wind Fetch                       m                    WINDF            0  -9999.00
000 002 034 000 Normal Wind Component            m s**-1              NWIND            0  -9999.00
000 002 035 000 Tangential Wind Component        m s**-1              TWIND            0  -9999.00
000 002 036 000 Amplitude Function for Rossby Wa m s**-1              AFRWE            0  -9999.00
000 002 037 000 Northward Turbulent Surface Stre N m**-2 s            NTSS             0  -9999.00
000 002 038 000 Eastward Turbulent Surface Stres N m**-2 s            ETSS             0  -9999.00
!000 002 039-191 000 Reserved                                                           0  -9999.00
!000 002 192-254 000 Reserved for local use                                             0  -9999.00
000 002 255 000 Missing                                                                0  -9999.00
!
! mass
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 003 000 000 Pressure                         Pa                   PRES            -2  -9999.00
000 003 000 001 Pressure                         Pa                   PRES            -2  -9999.00
000 003 000 002 Pressure                         Pa                   PRES            -2  -9999.00
000 003 000 008 Pressure                         Pa                   PRES            -2  -9999.00
000 003 000 011 Pressure                         Pa                   PRES            -2  -9999.00
000 003 001 000 Pressure Reduced to MSL          Pa                   PMSL            -2  -9999.00
000 003 001 001 Pressure Reduced to MSL          Pa                   PMSL            -2  -9999.00
000 003 001 002 Pressure Reduced to MSL          Pa                   PMSL            -2  -9999.00
000 003 001 006 Pressure Reduced to MSL          Pa                   PMSL            -2  -9999.00
000 003 001 011 Pressure Reduced to MSL          Pa                   PMSL            -2  -9999.00
000 003 002 000 Pressure Tendency                Pa s**-1             PTND            -2  -9999.00
000 003 003 000 ICAO Standard Atm Ref Height     m                    ICAHT            0  -9999.00
000 003 004 000 Geopotential                     m**2 s**-2           GPHT             0  -9999.00
000 003 005 000 Geopotential Height              gpm                  HGHT             0  -9999.00
000 003 005 001 Geopotential Height              gpm                  HGHT             0  -9999.00
000 003 005 002 Geopotential Height              gpm                  HGHT             0  -9999.00
000 003 005 005 Geopotential Height              gpm                  HGHT             0  -9999.00
000 003 005 011 Geopotential Height              gpm                  HGHT             0  -9999.00
000 003 006 000 Geometric Height                 m                    DIST             0  -9999.00
000 003 007 000 Standard Deviation of Height     m                    HGHTSD           0  -9999.00
000 003 008 000 Pressure Anomaly                 Pa                   PRESA           -2  -9999.00
000 003 009 000 Geopotential Height Anomaly      gpm                  HGHTA            0  -9999.00
000 003 009 001 Geopotential Height Anomaly      gpm                  HGHTA            0  -9999.00
000 003 010 000 Density                          kg m**-3             DNTY             0  -9999.00
000 003 011 000 Altimeter Setting                Pa                   ALTS             0  -9999.00
000 003 012 000 Thickness                        m                    THICK            0  -9999.00
000 003 013 000 Pressure Altitude                m                    PRESALT          0  -9999.00
000 003 014 000 Density Altitude                 m                    DENALT           0  -9999.00
000 003 015 000 5-Wave Geopotential Height       gpm                  5WAVH            0  -9999.00
000 003 016 000 Zonal Flux of Gravity Wave Stres N m**-2              U-GWD            0  -9999.00
000 003 017 000 Meridional Flux of Gravity Wave  N m**-2              V-GWD            0  -9999.00
000 003 018 000 Planetary Boundary Layer Height  m                    HPBL             0  -9999.00
000 003 019 000 5-Wave Geopotential Height Anoma gpm                  5WAVA            0  -9999.00
000 003 020 000 Standard Deviation of Sub-Grid S m                    SDSGSO           0  -9999.00
000 003 021 000 Angle of Sub-Grid Scale Orograph rad                  AOSGSO           0  -9999.00
000 003 022 000 Slope of Sub-Grid Scale Orograph Numeric              SSGSO            0  -9999.00
000 003 023 000 Gravity Wave Dissipation         W m**-2              GWD              0  -9999.00
000 003 024 000 Anisotropy of Sub-Grid Scale Oro Numeric              ASGSO            0  -9999.00
000 003 025 000 Natural Logarithm of Pressure in Numeric              NLPRES           0  -9999.00
000 003 026 000 Exner Pressure                   Numeric              EXPRES           0  -9999.00
!000 003 027-191 000 Reserved                                                           0  -9999.00
!000 003 192-254 000 Reserved for Local Use                                             0  -9999.00
000 003 255 000 Missing                                                                0  -9999.00
!
! short-wave radiation
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 004 000 000 Net Short-Wave Rad (sfc)         W m**-2              SNIR             0  -9999.00
000 004 001 000 Net Short-Wave Rad (toa)         W m**-2              SWRT             0  -9999.00
000 004 002 000 Short-Wave Radiation Flux        W m**-2              SWAVR            0  -9999.00
000 004 002 002 Short-Wave Radiation Flux        W m**-2              SWAVR            0  -9999.00
000 004 003 000 Global radiation Flux            W m**-2              GRAD             0  -9999.00
000 004 004 000 Brightness Temperature           K                    BRTMP            0  -9999.00
000 004 005 000 Radiance (w/r to wave nmber)     W m**-1 sr**-1       LWRAD            0  -9999.00
000 004 006 000 Radiance (w/r to wave length)    W m**-3 sr**-1       SWRAD            0  -9999.00
000 004 007 000 Downward Short-Wave Rad. Flux    W m**-2              DSWRF            0  -9999.00
000 004 008 000 Upward Short-Wave Rad. Flux      W m**-2              USWRF
000 004 009 000 Net Solar Rad                    W m**-2 s            SRAD             0  -9999.00
000 004 009 001 Net Solar Rad                    W m**-2 s            SRAD             0  -9999.00
000 004 009 011 Net Solar Rad                    W m**-2 s            SRAD             0  -9999.00
000 004 010 000 Photosynthetically Active Radiat W m**-2              PHOTAR           0  -9999.00
000 004 011 000 Net Short-Wave Radiation Flux, C W m**-2              NSWRFCS          0  -9999.00
000 004 012 000 Downward UV Radiation            W m**-2              DWUVR            0  -9999.00
!000 004 013-49 000 Reserved                                                            0  -9999.00
000 004 050 000 UV Index (Under Clear Sky)       Numeric              UVIUCS           0  -9999.00
000 004 051 000 UV Index                         W m**-2              UVI              0  -9999.00
!000 004 052-191 000 Reserved                                                           0  -9999.00
!000 004 192-254 000 Reserved for local use                                             0  -9999.00
000 004 255 000 Missing                                                                0  -9999.00
!
! long-wave radiation
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 005 000 000 Net Long-Wave Rad (sfc)          W m**-2              SNOR             0  -9999.00
000 005 001 000 Net Long-Wave Rad (toa)          W m**-2              LWRT             0  -9999.00
000 005 002 000 Long-Wave Radiation Flux         W m**-2              LWAVR            0  -9999.00
000 005 003 000 Downward Long-Wave Rad. Flux     W m**-2              DLWRF            0  -9999.00
000 005 004 000 Upward Long-Wave Rad. Flux       W m**-2              ULWRF            0  -9999.00
000 005 005 000 Net Long-Wave Radiation Flux     W m**-2              NLWRF            0  -9999.00
000 005 005 001 Net Long-Wave Radiation Flux     W m**-2              NLWRF            0  -9999.00
000 005 005 011 Net Long-Wave Radiation Flux     W m**-2              NLWRF            0  -9999.00
000 005 006 000 Net Long-Wave Radiation Flux, Cl W m**-2              NLWRCS           0  -9999.00
!000 005 007-191 000 Reserved                                                          0  -9999.00
!000 005 192-254 000 Reserved for local use                                            0  -9999.00
000 005 255 000 Missing                                                                0  -9999.00
!
! cloud
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
000 006 000 000 Cloud Ice                        kg m**-2             CICE             0  -9999.00
000 006 001 000 Total Cloud Cover                %                    CLD              0  -9999.00
000 006 001 001 Total Cloud Cover                %                    CLD              0  -9999.00
000 006 001 002 Total Cloud Cover                %                    CLD              0  -9999.00
