# This is the main file for model BUFR sounding ingest.  This will be clipped to the
# regional scale for most sites to produce the file modelBufrStationInfo.txt
#wmo          |stn  |lat      |lon       |elev |location                       |or|type
0000722583    |KDAL | 32.840 | -96.850   | 148 |  DALLAS/LOVE_FIELD_&     TX   |US|10
0000722587    |PRX  | 33.630 | -95.450   | 167 |  PARIS/COX_FIELD         TX   |US|12
0000722590    |KDFW | 32.900 | -97.030   | 182 |  DALLAS/FT_WORTH         TX   |US|10
0000722596    |KFTW | 32.820 | -97.370   | 216 |  FORT_WORTH/MEACHAM      TX   |US|10
0000722600    |KSEP | 32.220 | -98.180   | 402 |  STEPHENVILLE/CLARK      TX   |US|10
0000722610    |KDRT | 29.370 |-100.920   | 307 |  DEL_RIO_INTL_(AUT)      TX   |US|12
0000722620    |GDP  | 31.830 |-104.800   |1662 |  GUADALUPE_PASS_AMOS     TX   |US|10
0000722630    |KSJT | 31.370 |-100.500   | 582 |  SAN_ANGELO/MATHIS       TX   |US|10
0000722636    |KDHT | 36.020 |-102.550   |1216 |  DALHART_MUNICIPAL       TX   |US|10
0000722640    |MRF  | 30.370 |-104.020   |1481 |  MARFA_MUNI_(AMOS)       TX   |US|12
0000722650    |KMAF | 31.950 |-102.180   | 872 |  MIDLAND_REGIONAL        TX   |US|12
0000722656    |KINK | 31.780 |-103.200   | 859 |  WINK/WINKLER_CO.        TX   |US|10
0000722660    |KABI | 32.410 | -99.680   | 546 |  ABILENE_MUNICIPAL       TX   |US|10
0000722670    |KLBB | 33.650 |-101.820   | 988 |  LUBBOCK_INTL_ARPT       TX   |US|10
0000722680    |KROW | 33.300 |-104.530   |1118 |  ROSWELL/INDUSTRIAL      NM   |US|12
0000722687    |KCNM | 32.330 |-104.270   |1004 |  CARLSBAD/CAVERN_CTY     NM   |US|10
0000722688    |KHOB | 32.680 |-103.220   |1115 |  HOBBS/LEA_CO.           NM   |US|10
0000722690    |WSD  | 32.240 |-106.220   |1207 |  WHITE SANDS, NM              |US|10
0000722700    |KELP | 31.800 |-106.400   |1194 |  EL_PASO_INTL_ARPT       TX   |US|10
0000722710    |KTCS | 33.230 |-107.270   |1481 |  TRUTH_OR_CONSEQUENC     NM   |US|10
0000722725    |KDMN | 32.270 |-107.720   |1313 |  DEMING_MUNICIPAL        NM   |US|10
0000722730    |FHU  | 31.570 |-110.330   |1441 |  FORT HUACHUCA, AZ            |US|10
0000722735    |KDUG | 31.470 |-109.600   |1265 |  DOUGLAS_BISBEE_INTL     AZ   |US|10
0000722740    |KTUS | 32.120 |-110.930   | 779 |  TUCSON_INTL_AIRPORT     AZ   |US|12
0000722780    |KPHX | 33.430 |-112.020   | 337 |  PHOENIX/SKY_HARBOR      AZ   |US|10
0000722800    |KYUM | 32.650 |-114.600   |  63 |  YUMA_INTL_AIRPORT       AZ   |US|12
0000722865    |KONT | 34.050 |-117.600   | 287 |  ONTARIO_INTL_ARPT       CA   |US|10
0000722868    |KPSP | 33.830 |-116.500   | 141 |  PALM_SPRINGS_RGNL       CA   |US|10
0000722880    |KBUR | 34.200 |-118.350   | 236 |  BURBANK/GLENDALE        CA   |US|10
0000722886    |KVNY | 34.220 |-118.480   | 244 |  VAN_NUYS_AIRPORT        CA   |US|10
0000722897    |KSBP | 35.230 |-120.630   |  64 |  SAN_LUIS_OBISPO         CA   |US|10
0000722900    |KSAN | 32.730 |-117.170   |   9 |  SAN_DIEGO/LINDBERG&     CA   |US|10
0000722904    |KSDM | 32.570 |-116.980   | 160 |  SAN_DIEGO/BROWN_FLD     CA   |US|10
0000722910    |KNSI | 33.250 |-119.450   |  10 |  SAN NICOLAS ISLAND, CA       |US|10
0000722927    |KCRQ | 33.130 |-117.280   | 328 |  CARLSBAD                CA   |US|10
0000722930    |NKX  | 32.850 |-117.120   | 128 |  MIRAMAR_NAS_______&     CA   |US|12
0000722950    |KLAX | 33.930 |-118.400   |  32 |  LOS_ANGELES_INTL        CA   |US|12
0000722970    |KLGB | 33.820 |-118.150   |  12 |  LONG_BEACH_AIRPORT      CA   |US|10
0000722977    |KSNA | 33.680 |-117.870   |  16 |  SANTA_ANA/JON-WAYNE     CA   |US|10
0000723010    |ILM  | 33.990 | -78.430   |  43 |  WILMINGTON, NC               |US|12
0000723013    |KILM | 34.270 | -77.900   |  10 |  WILMINGTON/NEW_HAN&     NC   |US|10
0000723030    |POB  | 35.170 | -79.020   |  66 |  POPE_AFB                NC   |US|10
0000723035    |KFAY | 34.980 | -78.870   |  58 |  FAYETTEVILLE_RGNL       NC   |US|10
0000723040    |KHAT | 35.270 | -75.550   |   3 |  CAPE_HATTERAS           NC   |US|12
0000723050    |KMHX | 34.780 | -76.870   |  11 |  NEWPORT                 NC   |US|12
0000723060    |KRDU | 35.870 | -78.780   | 134 |  RALEIGH-DURHAM          NC   |US|10
0000723068    |KRWI | 35.840 | -77.900   |  48 |  ROCKY_MOUNT-WILSON      NC   |US|10
0000723080    |KORF | 36.900 | -76.190   |   9 |  NORFOLK_INTL_ARPT       VA   |US|10
0000723086    |KPHF | 37.130 | -76.500   |  13 |  NEWPORT_NEWS            VA   |US|10
0000723095    |KEWN | 35.070 | -77.050   |   6 |  NEW_BERN/CRAVEN_CO      NC   |US|10
0000723100    |KCAE | 33.950 | -81.120   |  69 |  COLUMBIA_METRO          SC   |US|10
0000723106    |KFLO | 34.180 | -79.720   |  45 |  FLORENCE_REGIONAL       SC   |US|10
0000723110    |KAHN | 33.950 | -83.320   | 247 |  ATHENS_MUNICIPAL        GA   |US|12
0000723119    |KGMU | 34.840 | -82.350   | 319 |  GREENVILLE_DOWNTOWN     SC   |US|10
0000723120    |KGSP | 34.900 | -82.220   | 296 |  GREENVILLE/SPARTANB     SC   |US|10
0000723125    |KAND | 34.500 | -82.720   | 238 |  ANDERSON_CO_AIRPORT     SC   |US|10
0000723140    |KCLT | 35.220 | -80.930   | 234 |  CHARLOTTE/DOUGLAS       NC   |US|10
0000723145    |KHKY | 35.730 | -81.370   | 362 |  HICKORY_REGIONAL        NC   |US|10
0000723150    |KAVL | 35.430 | -82.550   | 661 |  ASHEVILLE_MUNICIPAL     NC   |US|12
0000723170    |KGSO | 36.080 | -79.940   | 270 |  GREENSBORO/PIEDMONT     NC   |US|12
0000723183    |KTRI | 36.480 | -82.400   | 463 |  BRISTOL/TRI-CITY__&     TN   |US|10
0000723193    |KINT | 36.130 | -80.220   | 296 |  WINSTON-SALEM/SMITH     NC   |US|10
0000723230    |KHSV | 34.650 | -86.770   | 196 |  HUNTSVILLE/MADISON      AL   |US|12
0000723235    |KMSL | 34.750 | -87.620   | 168 |  MUSCLE_SHOALS_RGNL      AL   |US|10
0000723240    |KCHA | 35.030 | -85.200   | 210 |  CHATTANOOGA/LOVELL      TN   |US|10
0000723260    |KTYS | 35.820 | -83.980   | 299 |  KNOXVILLE_MUNICIPAL     TN   |US|10
0000723265    |KCSV | 35.950 | -85.080   | 573 |  CROSSVILLE_MEMORIAL     TN   |US|10
0000723270    |KBNA | 36.130 | -86.680   | 180 |  NASHVILLE_METRO         TN   |US|10
0000723320    |KTUP | 34.270 | -88.770   | 110 |  TUPELO/C.D._LEMONS&     MS   |US|10
0000723340    |KMEM | 35.050 | -90.000   |  87 |  MEMPHIS_INTL_ARPT       TN   |US|10
0000723346    |KMKL | 35.590 | -88.920   | 132 |  JACKSON/MCKELLAR        TN   |US|12
0000723400    |KLZK | 34.830 | -92.250   | 165 |  NORTH_LITTLE_ROCK       AR   |US|12
0000723403    |KLIT | 34.730 | -92.230   |  79 |  LITTLE_ROCK/ADAMS_&     AR   |US|10
0000723407    |KJBR | 35.830 | -90.650   |  80 |  JONESBORO_MUNICIPAL     AR   |US|10
0000723415    |KHOT | 34.480 | -93.100   | 165 |  HOT_SPRINGS             AR   |US|10
0000723417    |KPBF | 34.180 | -91.930   |  63 |  PINE_BLUFF/GRIDER       AR   |US|10
0000723418    |KTXK | 33.450 | -93.980   | 119 |  TEXARKANA_RGNL/WEBB     AR   |US|10
0000723419    |KELD | 33.220 | -92.800   |  77 |  EL_DORADO/GOODWIN       AR   |US|10
0000723440    |KFSM | 35.330 | -94.370   | 141 |  FORT_SMITH_MUNI         AR   |US|10
0000723445    |KFYV | 36.000 | -94.170   | 381 |  FAYETTEVILLE/DRAKE      AR   |US|12
0000723446    |KHRO | 36.270 | -93.150   | 416 |  HARRISON/BOONE_CO.      AR   |US|10
0000723447    |FLP  | 36.200 | -92.470   | 350 |  FLIPPIN                 AR   |US|10
0000723448    |KBVX | 35.730 | -91.650   | 141 |  BATESVILLE_(AWOS)       AR   |US|10
0000723489    |KCGI | 37.230 | -89.570   | 104 |  CAPE_GIRARDEAU_MUNI     MO   |US|10
0000723490    |UMN  | 36.880 | -93.900   | 438 |  MONETT, MO                   |US|12
0000723495    |KJLN | 37.150 | -94.500   | 299 |  JOPLIN_REGIONAL         MO   |US|10
0000723510    |KSPS | 33.980 | -98.500   | 314 |  WICHITA_FALLS/SHEP      TX   |US|10
0000723525    |KHBR | 34.980 | -99.050   | 477 |  HOBART_MUNICIPAL        OK   |US|10
0000723527    |KGAG | 36.300 | -99.770   | 678 |  GAGE/SHATTUCK           OK   |US|10
0000723530    |KOKC | 35.400 | -97.600   | 397 |  OKLAHOMA_CITY(AWOS)     OK   |US|10
0000723546    |KPNC | 36.730 | -97.100   | 307 |  PONCA_CITY_MUNI         OK   |US|10
0000723550    |FSI  | 34.600 | -98.400   | 360 |  FORT SILL, OK                |US|12
0000723555    |ADM  | 34.300 | -97.020   | 232 |  ARDMORE_MUNICIPAL       OK   |US|10
0000723560    |KTUL | 36.200 | -95.900   | 206 |  TULSA_INTL_ARPT(AW)     OK   |US|10
0000723566    |KMLC | 34.880 | -95.780   | 235 |  MC_ALESTER_REGIONAL     OK   |US|12
0000723570    |OUN  | 35.230 | -97.470   | 358 |  NORMAN, OK                   |US|12
0000723604    |KCDS | 34.430 |-100.280   | 595 |  CHILDRESS_MUNICIPAL     TX   |US|10
0000723627    |KGUP | 35.520 |-108.780   |1972 |  GALLUP_MUNI/CLARKE      NM   |US|10
0000723630    |KAMA | 35.230 |-101.700   |1099 |  AMARILLO_ARPT(AWOS)     TX   |US|12
0000723640    |KEPZ | 31.870 |-106.700   |1252 |  SANTA_TERESA            NM   |US|12
0000723650    |KABQ | 35.050 |-106.620   |1620 |  ALBUQUERQUE_INTL        NM   |US|12
0000723656    |KSAF | 35.620 |-106.080   |1934 |  SANTA_FE_CO._MUNI       NM   |US|10
0000723658    |KFMN | 36.750 |-108.230   |1677 |  FARMINGTON_REGIONAL     NM   |US|10
0000723676    |KTCC | 35.180 |-103.600   |1239 |  TUCUMCARI_MUNICIPAL     NM   |US|10
0000723677    |KLVS | 35.650 |-105.150   |2095 |  LAS_VEGAS_MUNICIPAL     NM   |US|12
0000723700    |IGM  | 35.270 |-113.950   |1033 |  KINGMAN_(ASOS)          AZ   |US|10
0000723710    |KPGA | 36.930 |-111.450   |1304 |  PAGE_MUNI_(AMOS)__&     AZ   |US|10
0000723720    |PRC  | 34.530 |-112.470   |1633 |  PRESCOTT, AZ                 |US|10
0000723723    |KPRC | 34.650 |-112.420   |1537 |  PRESCOTT/LOVE_FLD_&     AZ   |US|10
0000723740    |KINW | 35.020 |-110.730   |1488 |  WINSLOW_(AUT)           AZ   |US|10
0000723747    |SOW  | 34.270 |-110.000   |1954 |  SHOW_LOW_MUNICIPAL      AZ   |US|10
0000723754    |SJN  | 34.510 |-109.380   |1745 |  ST._JOHNS_AIR_PARK      AZ   |US|10
0000723755    |KFLG | 35.130 |-111.670   |2137 |  FLAGSTAFF_(AMOS)        AZ   |US|10
0000723760    |FLG  | 35.230 |-111.820   |2192 |  FLAGSTAFF, AZ                |US|12
0000723783    |KGCN | 35.950 |-112.150   |2014 |  GRAND_CANYON_PARK       AZ   |US|10
0000723805    |KEED | 34.770 |-114.620   | 302 |  NEEDLES_AIRPORT         CA   |US|10
0000723810    |EDW  | 34.920 |-117.900   | 724 |  EDWARDS AFB, CA              |US|10
0000723815    |KDAG | 34.840 |-116.780   | 587 |  BARSTOW-DAGGETT         CA   |US|10
0000723816    |KWJF | 34.730 |-118.220   | 715 |  LANCASTER/FOX_FIELD     CA   |US|10
0000723820    |KPMD | 34.630 |-118.080   | 774 |  PALMDALE_PRODUCTION     CA   |US|10
0000723840    |KBFL | 35.430 |-119.050   | 150 |  BAKERSFIELD/MEADOWS     CA   |US|10
0000723860    |KLAS | 36.080 |-115.170   | 664 |  LAS_VEGAS/MCCARRAN      NV   |US|10
0000723870    |KDRA | 36.620 |-116.020   |1009 |  MERCURY/DESERT_ROCK     NV   |US|12
0000723890    |KFAT | 36.770 |-119.720   | 100 |  FRESNO_AIR_TERMINAL     CA   |US|10
0000723910    |NTD  | 34.120 |-119.120   |   2 |  PT_MUGU_NAWS            CA   |US|10
0000723925    |KSBA | 34.430 |-119.830   |   3 |  SANTA_BARBARA_MUNI      CA   |US|10
0000723930    |VBG  | 34.750 |-120.570   | 100 |  VANDENBERG AFB, CA           |US|12
0000723940    |KSMX | 34.900 |-120.450   |  73 |  SANTA_MARIA_PUBLIC      CA   |US|10
0000723965    |KPRB | 35.660 |-120.630   | 255 |  PASO_ROBLES_MUNI        CA   |US|10
0000724010    |KRIC | 37.500 | -77.330   |  54 |  RICHMOND/BYRD_FIELD     VA   |US|10
0000724016    |KCHO | 38.130 | -78.440   | 195 |  CHARLOTTESVILLE         VA   |US|10
0000724017    |KFVX | 37.350 | -78.430   | 125 |  FARMVILLE               VA   |US|10
0000724020    |WAL  | 37.930 | -75.480   |  41 |  WALLOPS_ISLAND_STN_(ASO VA   |US|12
0000724030    |KIAD | 38.950 | -77.440   |  98 |  WASHINGTON/DULLES       VA   |US|12
0000724040    |NHK  | 38.280 | -76.400   |  12 |  PATUXENT_RIVER_NAS      MD   |US|10
0000724045    |KSBY | 38.330 | -75.510   |  16 |  SALISBURY_REGIONAL      MD   |US|10
0000724050    |KDCA | 38.840 | -77.030   |  20 |  WASHINGTON/NATIONAL     VA   |US|10
0000724060    |KBWI | 39.180 | -76.670   |  47 |  BALTIMORE/WASH_INTL     MD   |US|10
0000724066    |HGR  | 39.700 | -77.730   | 215 |  HAGERSTOWN_REGIONAL_(AS MD   |US|10
0000724067    |KMTN | 39.330 | -76.420   |   7 |  BALTIMORE/MARTIN        MD   |US|10
0000724070    |KACY | 39.450 | -74.570   |  20 |  ATLANTIC_CITY_INTL      NJ   |US|10
0000724075    |KMIV | 39.370 | -75.070   |  25 |  MILLVILLE_MUNICIPAL     NJ   |US|10
0000724080    |KPHL | 39.880 | -75.250   |   9 |  PHILADELPHIA_INTL       PA   |US|10
0000724085    |KPNE | 40.080 | -75.010   |  37 |  PHILADELPHIA_NE         PA   |US|10
0000724089    |KILG | 39.680 | -75.600   |  24 |  WILMINGTON_AIRPORT      DE   |US|10
0000724095    |KTTN | 40.280 | -74.820   |  65 |  TRENTON/MERCER CO.      NJ   |US|10
0000724097    |KMMU | 40.800 | -74.420   |  57 |  MORRISTOWN_MUNI         NJ   |US|10
0000724100    |KLYH | 37.330 | -79.190   | 286 |  LYNCHBURG/P._GLENN      VA   |US|10
0000724106    |KDAN | 36.570 | -79.330   | 174 |  DANVILLE_REGIONAL       VA   |US|10
0000724110    |KROA | 37.320 | -79.970   | 358 |  ROANOKE_MUNICIPAL       VA   |US|12
0000724120    |KBKW | 37.780 | -81.120   | 766 |  BECKLEY_MEMORIAL        WV   |US|10
0000724125    |KBLF | 37.300 | -81.190   | 871 |  BLUEFIELD/MERCER_CO     WV   |US|10
0000724127    |KLWB | 37.870 | -80.400   | 702 |  LEWISBURG/GREENBRIE     WV   |US|10
0000724140    |KCRW | 38.370 | -81.600   | 299 |  CHARLESTON/KANAWHA      WV   |US|10
0000724170    |KEKN | 38.880 | -79.850   | 609 |  ELKINS/RANDOLPH_FLD     WV   |US|12
0000724175    |KCKB | 39.300 | -80.230   | 367 |  CLARKSBURG/BENEDUM      WV   |US|10
0000724176    |KMGW | 39.650 | -79.920   | 380 |  MORGANTOWN/HART_FLD     WV   |US|10
0000724177    |KMRB | 39.400 | -77.980   | 170 |  MARTINSBURG_RGNL        WV   |US|10
0000724210    |KCVG | 39.050 | -84.670   | 267 |  CINCINNATI/COVINGTO     KY   |US|12
0000724220    |KLEX | 38.030 | -84.600   | 301 |  LEXINGTON/BLUEGRASS     KY   |US|10
0000724230    |KSDF | 38.180 | -85.730   | 149 |  LOUISVILLE/STANDIFO     KY   |US|12
0000724235    |KLOU | 38.230 | -85.670   | 167 |  LOUISVILLE/BOWMAN       KY   |US|10
0000724236    |KJKL | 37.590 | -83.320   | 421 |  JACKSON/J._CARROLL      KY   |US|10
0000724243    |KLOZ | 37.080 | -84.080   | 369 |  LONDON-CORBIN_ARPT&     KY   |US|12
0000724250    |KHTS | 38.370 | -82.550   | 255 |  HUNTINGTON/TRI_STAT     WV   |US|12
0000724260    |ILN  | 39.420 | -83.830   | 317 |  WILMINGTON, OH               |US|12
0000724273    |KPKB | 39.340 | -81.430   | 262 |  PARKERSBURG/WILSON&     WV   |US|10
0000724275    |KHLG | 40.180 | -80.650   | 365 |  WHEELING/OHIO_CO.       WV   |US|10
0000724280    |KCMH | 40.000 | -82.880   | 249 |  PORT_COLUMBUS_INTL      OH   |US|10
0000724286    |KZZV | 39.950 | -81.900   | 274 |  ZANESVILLE_MUNI         OH   |US|10
0000724290    |KDAY | 39.900 | -84.200   | 306 |  DAYTON/JAMES_M_COX      OH   |US|10
0000724297    |KLUK | 39.090 | -84.420   | 147 |  CINCINNATI/LUNKIN       OH   |US|10
0000724320    |KEVV | 38.050 | -87.530   | 118 |  EVANSVILLE_REGIONAL     IN   |US|10
0000724330    |SLO  | 38.650 | -88.970   | 175 |  SALEM, IL                    |US|12
0000724340    |KSTL | 38.750 | -90.370   | 172 |  ST._LOUIS/LAMBERT       MO   |US|10
0000724345    |KSUS | 38.660 | -90.650   | 141 |  SPIRIT_OF_ST_LOUIS      MO   |US|10
0000724350    |KPAH | 37.070 | -88.770   | 120 |  PADUCAH/BARKLEY___&     KY   |US|12
0000724373    |KHUF | 39.450 | -87.320   | 178 |  TERRE_HAUTE/HULMAN&     IN   |US|10
0000724380    |KIND | 39.730 | -86.270   | 246 |  INDIANAPOLIS_INTL       IN   |US|10
0000724386    |KLAF | 40.410 | -86.930   | 185 |  LAFAYETTE/PURDUE_U      IN   |US|10
0000724390    |KSPI | 39.840 | -89.670   | 187 |  SPRINGFIELD/CAPITAL     IL   |US|10
0000724396    |KUIN | 39.950 | -91.200   | 234 |  QUINCY_MUNI/BALDWIN     IL   |US|10
0000724400    |KSGF | 37.230 | -93.380   | 387 |  SPRINGFLD_MUNI(AWS)     MO   |US|12
0000724450    |KCOU | 38.820 | -92.220   | 274 |  COLUMBIA_REGIONAL       MO   |US|12
0000724454    |KFAM | 37.770 | -90.430   | 288 |  FARMINGTON_AIRPORT      MO   |US|10
0000724460    |KMCI | 39.320 | -94.720   | 312 |  KANSAS_CITY_INTL        MO   |US|10
0000724463    |KMKC | 39.120 | -94.600   | 231 |  KANSAS_CITY_MUNI__&     MO   |US|10
0000724490    |KSTJ | 39.770 | -94.920   | 249 |  ST_JOSEPH/ROSECRANS     MO   |US|10
0000724500    |KICT | 37.650 | -97.430   | 408 |  WICHITA/CONTINE(AW)     KS   |US|10
0000724506    |KHUT | 38.070 | -97.870   | 470 |  HUTCHINSON_MUNI         KS   |US|10
0000724507    |KCNU | 37.660 | -95.480   | 305 |  CHANUTE/MARTIN_JOHN     KS   |US|10
0000724510    |KDDC | 37.770 | -99.970   | 790 |  DODGE_CITY(AWOS)        KS   |US|12
0000724515    |KGCK | 37.930 |-100.720   | 881 |  GARDEN_CITY_MUNI        KS   |US|10
0000724518    |HYS  | 38.850 | -99.270   | 609 |  HAYS_MUNI_(AWOS)        KS   |US|12
0000724555    |KMHK | 39.130 | -96.670   | 322 |  MANHATTAN_MUNICIPAL     KS   |US|10
0000724560    |KTOP | 39.070 | -95.620   | 270 |  TOPEKA/BILLARD_MUNI     KS   |US|12
0000724565    |KFOE | 38.950 | -95.670   | 329 |  TOPEKA/FORBES_FIELD     KS   |US|10
0000724585    |KRSL | 38.870 | -98.820   | 568 |  RUSSELL_MUNICIPAL       KS   |US|10
0000724586    |KSLN | 38.800 | -97.650   | 388 |  SALINA_MUNICIPAL        KS   |US|10
0000724620    |KALS | 37.450 |-105.870   |2299 |  ALAMOSA_MUNI(AWOS)      CO   |US|10
0000724625    |KDRO | 37.150 |-107.750   |2038 |  DURANGO/LA_PLATA_CO     CO   |US|10
0000724635    |LHX  | 38.050 |-103.520   |1292 |  LA_JUNTA_MUNICIPAL_(ASO CO   |US|10
0000724636    |LAA  | 38.070 |-102.680   |1129 |  LAMAR_MUNICIPAL_(ASOS)  CO   |US|10
0000724640    |KPUB | 38.280 |-104.520   |1439 |  PUEBLO_MEMORIAL(AW)     CO   |US|10
0000724650    |KGLD | 39.370 |-101.700   |1124 |  GOODLAND/RENNER(AW)     KS   |US|10
0000724660    |KCOS | 38.820 |-104.720   |1881 |  COLORADO_SPRINGS        CO   |US|10
0000724666    |KAPA | 39.570 |-104.850   |1793 |  DENVER/CENTENNIAL       CO   |US|10
0000724675    |KEGE | 39.650 |-106.920   |1993 |  EAGLE_CO._REGIONAL      CO   |US|10
0000724676    |KASE | 39.220 |-106.870   |2382 |  ASPEN/SARDY_FIELD       CO   |US|10
0000724677    |KGUC | 38.530 |-106.930   |2339 |  GUNNISON_CO._(AWOS)     CO   |US|10
0000724680    |FCS  | 38.700 |-104.770   |1789 |  FORT CARSON, CO              |US|10
0000724690    |DEN  | 39.750 |-104.870   |1611 |  DENVER/STAPLETON, CO         |US|12
0000724699    |KBJC | 39.910 |-105.120   |1724 |  BROOMFIELD/JEFFCO       CO   |US|10
0000724723    |4BL  | 37.620 |-109.470   |1840 |  BLANDING__________&     UT   |US|10
0000724735    |4HV  | 38.370 |-110.720   |1314 |  HANKSVILLE              UT   |US|10
0000724754    |KSGU | 37.080 |-113.600   | 896 |  SAINT_GEORGE_(AWOS)     UT   |US|10
0000724755    |KCDC | 37.700 |-113.100   |1714 |  CEDAR_CITY_MUNI         UT   |US|10
0000724756    |KBCE | 37.700 |-112.150   |2312 |  BRYCE_CANYON            UT   |US|10
0000724760    |KGJT | 39.120 |-108.530   |1475 |  GRAND_JUNCTION          CO   |US|12
0000724765    |KMTJ | 38.500 |-107.900   |1755 |  MONTROSE_CO._ARPT       CO   |US|10
0000724773    |U28  | 39.000 |-110.170   |1241 |  GREEN_RIVER_RANGE_&     UT   |US|10
0000724795    |U24  | 39.330 |-112.580   |1414 |  DELTA                   UT   |US|10
0000724796    |KLGU | 41.780 |-111.850   |1358 |  LOGAN-CACHE AIRPORT     UT   |US|10
0000724800    |KBIH | 37.370 |-118.370   |1263 |  BISHOP_AIRPORT          CA   |US|10
0000724810    |MCE  | 37.170 |-120.310   |  49 |  MERCED, CA                   |US|10
0000724815    |KMCE | 37.280 |-120.520   |  47 |  MERCED/MACREADY_FLD     CA   |US|10
0000724830    |KSAC | 38.520 |-121.500   |   8 |  SACRAMENTO/EXECUTIV     CA   |US|10
0000724839    |KSMF | 38.700 |-121.580   |   7 |  SACRAMENTO_METRO        CA   |US|10
0000724855    |KTPH | 38.050 |-117.080   |1654 |  TONOPAH_AIRPORT         NV   |US|10
0000724856    |KHTH | 38.550 |-118.630   |1285 |  HAWTHORNE MUNICIPAL     CA   |US|10
0000724860    |KELY | 39.280 |-114.850   |1909 |  ELY/YELLAND_FLD         NV   |US|12
0000724870    |KP38 | 37.620 |-114.520   |1335 |  CALIENTE_(AMOS)         NV   |US|10
0000724880    |KRNO | 39.500 |-119.780   |1341 |  RENO/CANNON_INTL        NV   |US|10
0000724915    |KMRY | 36.580 |-121.850   |  77 |  MONTEREY_PENINSULA      CA   |US|10
0000724917    |KSNS | 36.660 |-121.600   |  26 |  SALINAS_MUNICIPAL       CA   |US|10
0000724920    |KSCK | 37.900 |-121.250   |   8 |  STOCKTON_METRO          CA   |US|10
0000724930    |KOAK | 37.730 |-122.220   |   3 |  OAKLAND                 CA   |US|12
0000724940    |KSFO | 37.620 |-122.380   |   5 |  SAN_FRANCISCO_INTL      CA   |US|10
0000724945    |KSJC | 37.370 |-121.930   |  17 |  SAN_JOSE_INTL_ARPT      CA   |US|10
0000724957    |KSTS | 38.520 |-122.820   |  38 |  SANTA_ROSA_(AWOS)       CA   |US|10
0000725010    |OKX  | 40.870 | -72.860   |  20 |  BROOKHAVEN, NY               |US|12
0000725020    |KEWR | 40.700 | -74.170   |   9 |  NEWARK_INTL_AIRPORT     NJ   |US|10
0000725025    |KTEB | 40.840 | -74.070   |   3 |  TETERBORO_AIRPORT       NJ   |US|10
0000725030    |KLGA | 40.770 | -73.900   |   9 |  NEW_YORK/LA_GUARDIA     NY   |US|10
0000725035    |KISP | 40.800 | -73.100   |  30 |  ISLIP/MACARTHUR         NY   |US|10
0000725036    |KPOU | 41.630 | -73.870   |  51 |  POUGHKEEPSIE            NY   |US|10
0000725037    |KHPN | 41.070 | -73.690   | 134 |  WHITE_PLAINS            NY   |US|10
0000725038    |KSWF | 41.500 | -74.100   | 150 |  NEWBURGH/STEWART        NY   |US|10
0000725040    |KBDR | 41.170 | -73.120   |   5 |  BRIDGEPORT/SIKORSKI     CT   |US|10
0000725045    |KHVN | 41.270 | -72.870   |   4 |  NEW_HAVEN/TWEED         CT   |US|10
0000725046    |KGON | 41.330 | -72.050   |   3 |  GROTON/NEW_LONDON       CT   |US|10
0000725058    |BID  | 41.170 | -71.580   |  33 |  BLOCK_ISLAND_(AWOS)     RI   |US|00
0000725063    |KACK | 41.250 | -70.070   |  15 |  NANTUCKET_MEMORIAL&     MA   |US|10
0000725065    |KEWB | 41.680 | -70.970   |  24 |  NEW_BEDFORD_MUNI        MA   |US|10
0000725067    |KHYA | 41.670 | -70.280   |  16 |  HYANNIS/POLANDO_FLD     MA   |US|10
0000725070    |KPVD | 41.730 | -71.430   |  19 |  PROVIDENCE/GREEN        RI   |US|10
0000725074    |KOQU | 41.600 | -71.420   |   6 |  N._KINGSTON/QUONSET     RI   |US|10
0000725080    |KBDL | 41.930 | -72.680   |  55 |  HARTFORD/BRADLEY        CT   |US|10
0000725088    |KBVY | 42.580 | -70.920   |  33 |  BEVERLY_MUNICIPAL       MA   |US|10
0000725090    |KBOS | 42.370 | -71.030   |   9 |  BOSTON/LOGAN_INTL_&     MA   |US|10
0000725095    |KORH | 42.270 | -71.870   | 308 |  WORCESTER_(AMOS)        MA   |US|10
0000725103    |KRDG | 40.380 | -75.970   | 105 |  READING/SPAATZ_FLD&     PA   |US|10
0000725115    |KMDT | 40.200 | -76.760   |  94 |  MIDDLETOWN/OLMSTED      PA   |US|10
0000725125    |KDUJ | 41.180 | -78.900   | 554 |  DU_BOIS_(AWOS)          PA   |US|10
0000725126    |KAOO | 40.300 | -78.320   | 458 |  ALTOONA/BLAIR_CO.       PA   |US|12
0000725127    |KJST | 40.320 | -78.830   | 696 |  JOHNSTOWN/CAMBRIA       PA   |US|10
0000725128    |KUNV | 40.840 | -77.850   | 378 |  STATE_COLLEGE           PA   |US|10
0000725130    |KAVP | 41.330 | -75.730   | 289 |  WILKES-BARRE/SCRANT     PA   |US|10
0000725140    |KIPT | 41.250 | -76.920   | 160 |  WILLIAMSPORT            PA   |US|10
0000725150    |KBGM | 42.220 | -75.980   | 497 |  BINGHAMTON/BROOME       NY   |US|10
0000725155    |KITH | 42.480 | -76.440   | 335 |  ITHACA/TOMPKINS_CO.     NY   |US|10
0000725156    |KELM | 42.170 | -76.900   | 291 |  ELMIRA/CORNING_RGNL     NY   |US|10
